"Data Broker Name","Email Address","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"Recsolu Inc., DBA Yello","privacy [at] yello.co","https://yello.co/","55 E Monroe St, Suite 3600, Chicago, IL 60603, United States","Consumers may opt out of sale and submit requests by emailing privacy@yello.co , by filling out the ""Do Not Sell My Personal Information"" web form at https://yello.co/do-not-sell-my-personal-information/ or by calling Yello Support at 1-888-713-YLLO (9556). ","Consumers may demand deletion of information posted online by emailing privacy@yello.co , by filling out the ""Do Not Sell My Personal Information"" web form at https://yello.co/do-not-sell-my-personal-information/ or by calling Yello Support at 1-888-713-YLLO (9556). ","Yello's applications are used by Yello, and its Customers, to collect information from potential job candidates, which can include name, email, phone number, resume information, and other information. Yello and our Customers collect this information directly from candidates or through publicly available sources and enter such data into Yello's applications.","03/05/2021"
"Lake B2B","info [at] lakeb2b.com","https://www.lakeb2b.com/","1 Byram Brook Place,, Armonk,, New York, NY 10504, United States","By sending an e-mail to the website's contact address, or you can also choose to fill out the opt-out form.","Any email we send includes a ""Unsubscribe"" tab at the bottom for customers to request that their information be removed.","Our data collation is derived from publicly accessible sources (e.g., company websites, social media) and/or email addresses deduced by our systems based on corporate email trends.","04/09/2021"
"MyLife.com, Inc.","Privacy [at] MyLife.com","http://MyLife.com","907 Westwood Boulevard, Suite 359, Los Angeles, CA 90024, United States","Calling customer service line, Email request, Online request","Calling customer service line, Email request, Online request","","04/09/2021"
"Accurate Append Inc","operations [at] accurateappend.com","https://clients.accurateappend.com","1100 Bellevue Way NE #886, Bellevue, WA 98004, United States","https://clients.accurateappend.com/Public/OptOut","https://clients.accurateappend.com/Public/OptOut","",""
"Dexivo INC","Hello [at] Dexivo.com","http://Dexivo.com","2505 Anthem Village Drive Suite E 520, Henderson, NV 89052, United States","At the bottom of our home page, we allow users to OPT OUT of any data sales of their information. https://dexivo.com/","At the bottom of our home page, we allow users to OPT OUT of any data sales of their information. https://dexivo.com/","","04/27/2021"
"AdAdapted, Inc.","info [at] adadapted.com","https://www.adadapted.com/","206 East Huron Street, Suite 101, Ann Arbor, MI 48104, United States","Consumers can go to adadapted.com/privacy to find instructions on opting out. ","Individuals can email privacy@adadpted.com to request their information be deleted.","","04/23/2021"
"Span Global Services","info [at] spanglobalservices.com","https://www.spanglobalservices.com/","297, Kingsbury Grade Suite 100,, Stateline, NV 89499, United States","Span Global Services complies with all federal and state laws (including GDPR) concerning data privacy and usage and adopt the subsequent guidelines, procedures and best practices established by industry groups which we are a contributing member, including the Direct Marketing Association (DMA)., Contact Span Global Services reaching out to: mail info@spanglobalservices.com or call 1 (877) 837-4884 to opt out of future mailing., Postal address:, Span Global Services:, 297 Kingsbury Grade Suite 100, Stateline, NV 89449","Every email that we send out has an ""Unsubscribe"" link on the bottom for the consumer to demand deletion","We have built our database of professionals from across the globe to help them with relevant information regarding their business functions and industries. Our valuable industry insights are helping these professionals advance and achieve their business goals., We are sourcing this information from publicly-available sources for e.g. company websites, social media and email addresses. ","04/20/2021"
"Sapphire Spotlight","info [at] sapphirespotlight.com","http://sapphirespotlight.com","3225 McKinley St NW, Washington, DC 20015, United States","Consumers may use the link on our website ""Do Not Sell My Personal Information"" to opt out from sales.","Using the same link, consumers have the option to demand deletion of personal information. We do not post this information publicly online.","","05/04/2021"
"Frontier Financial Group Inc. DBA New Frontier Data","legal [at] newfrontierdata.com","http://newfrontierdata.com","1400 I Street NW, STE 350, Washington, DC 20005, United States","A consumer may contact us to opt out of sale or submit data/privacy-related requests by email at Privacy(at)NewFrontierData.com or calling our toll-free number 844-420-D8TA (3882) x115. ","An individual may contact us to demand deletion of information by contacting us by email at Privacy(at)NewFrontierData.com or our toll-free number 844-420-D8TA (3882) x115.","",""
"PeopleSQL","george [at] peoplesql.com","http://peoplesql.com","152 Seacliff Dr, Aptos, CA 95003, United States","Consumers may opt out through our form at https://www.peoplesql.com/our-data","Individuals can delete their information by submitting the form at https://www.peoplesql.com/our-data","Our data on individuals and businesses is aggregated through financial filings, social media, and public sites.","07/23/2021"
"INFO Depots LLC","info [at] infodepots.com","https://www.infodepots.com/","260 Madison Avenue 8th Floor, New York, NY 10016, United States","Send an email to info@infodepots.com with the subject line “California Privacy Rights Request,” call our, toll-free telephone number at 1-844-822-2600 or click the ""DO NOT SELL"" button at the bottom of the webpage at https://www.infodepots.com/. For more information, please see our privacy policy at https://www.infodepots.com/privacy-policy/., ","Not applicable","Please see our privacy policy at https://www.infodepots.com/privacy-policy/.",""
"Biointelli Corporation","privacy [at] biointelli.net","http://www.biointelli.com","245 First st Suite 1800, Cambridge, MA 02142, United States","See our Privacy Policy at www.biointelli.com ","Email privacy@biointelli.net and request to be removed.","We collect data in the public domain for legitimate business purposes.","08/02/2021"
"Arena Technologies Inc.","privacy [at] arena-ai.com","https://arena-ai.com/","33 Irving Place, 8th floor, New York, NY 10011, United States","privacy@arena-ai.com, https://trends.arena-ai.com/data-rights","privacy@arena-ai.com, https://trends.arena-ai.com/data-rights","https://trends.arena-ai.com/privacy","08/25/2021"
"Abdulrahman Al-ogaidi","abdulrahman [at] sociallz.com","https://sociallz.com/","birlik mah 450cd, 498sok 3/2, 00655 ankara Ankara, Turkey","In the footer of our website, there is a ""Don't sell my personal information "" page link, the consumer can click it and fill the form according to our needs that let us delete him/her from our database.","By filling the form of the opt-out mechanism of our website.","We need the CCPA approval as a data broker because our revenue is exceeding 60% of our annual revenue, Because our data is more than 100,000 users from California citizens ","08/25/2021"
"Equimine","privacyinquiry [at] propstream.com","http://www.propstream.com","26457 Rancho Parkway South, Lake Forest, CA 92630, United States","A consumer may opt out of sale or submit requests under the CCPA by visiting, https://www.propstream.com/privacy-request-form (which can be accessed, directly at the provided URL or by clicking the “Do Not Sell My Info” hyperlink on the, PropStream homepage), emailing PropStream Privacy support at, privacyinquiry@propstream.com or calling PropStream during business hours at (877), 204-9040.","PropStream requests that demands for deletion of information under Gov. Code, Sections 6208.1(b) or 6254.21(c)(1) be made by delivering a written request via email to, Privacyinquiry@propstream.com or by mail at 26457 Rancho Parkway South, Lake Forest, CA 92630, ","","11/03/2021"
"FreshAddress, LLC","privacy [at] freshaddress.com","https://www.freshaddress.com/","36 Crafts Street, Newton, MA 02458, United States","Consumers may opt out by using this form https://www.freshaddress.com/ccpa-privacy-web-form/, emailing privacy@freshaddress.com, or mailing to, FreshAddress, LLC, Attn: Privacy Officer, 36 Crafts St, Newton MA 02458","Consumers may demand deletion using this form https://www.freshaddress.com/ccpa-privacy-web-form/, emailing privacy@freshaddress.com, or mailing to, FreshAddress, LLC, Attn: Privacy Officer, 36 Crafts St, Newton MA 02458","","11/30/2021"
"TRAK Data Inc.","hello [at] trakdatainc.com","http://www.trakdatainc.com","1293 Lewisham drive, Missisauga, ON L5J3P8, Canada","Opt-out link on our website (a Do Not Sell My Personal Information link) has a form to opt out of sale or submit requests under the CCPA. https://trakdatainc.com/consumer-privacy/","Opt-out link on our website (a Do Not Sell My Personal Information link) has a form to opt out of sale or submit requests under the CCPA. https://trakdatainc.com/consumer-privacy/","We do not aggregate or collect our own data - we are resellers of 3rd party data. We allow any consumer to opt-out via our website, and have their information removed from our files. ",""
"Ampliz LLC","privacy [at] ampliz.com","https://www.ampliz.com","1900 Powell Suite, Emeryville, CA 94649, United States","https://www.ampliz.com/claim-profile","By submitting individual information under this link https://www.ampliz.com/claim-profile, , Privacy policy - https://www.ampliz.com/privacy-policy","https://www.ampliz.com/our-data",""
"Share Local Media","legal [at] sharelocalmedia.com","http://www.sharelocalmedia.com","40 Exchange Place, Suite 900, New York, NY 10005, United States","Consumers may exercise their right to opt out of sales or submit requests under the CCPA by filling out a California Residents Rights Request Form available at https://privacy.sharelocalmedia.com/ or by emailing legal@sharelocalmedia.com. ","Consumers may exercise their right to delete information by filling out a California Residents Rights Request Form available at https://privacy.sharelocalmedia.com/ or by emailing legal@sharelocalmedia.com.","Share Local Media (SLM) is a full-service direct mail agency focused exclusively on e-commerce. SLM acts as “service provider” (as defined by the CCPA) in connection with the provision of most of its services to customers. However, certain customer-enabled features of the services could involve sharing personal data in a manner that could be deemed a “sale” under the CCPA., For more information about our data collection and privacy practices, please visit our Privacy Policy at https://www.mrss.com/privacy-policy/ , ",""
"CompleteBankData","info [at] completebankdata.com","https://www.completebankdata.com","111 Laurelwood Dr, Pittsburgh, PA 15237, United States","By emailing our information email address or calling our phone number.","We do not post any individual information publicly online.","",""
"Market Approach Consulting LLC","mmclean [at] marketapproach.net","http://www.marketapproach.net","111 E. Center St, Lorena, TX 76655, United States","Email optout@marketapproach.net","Varies by data sources","We are a data broker, not a data collector.  As such, we sell data that other data compilers have gathered",""
"SilkRoad Technology, Inc.","contractadmin [at] silkroad.com","http://www.silkroad.com","311 W. Monroe St., Suite 402, Chicago, IL 60606-4659, United States","","","",""
"Opensend Inc","privacy [at] opensend.com","https://opensend.com/","8 The Green, Dover, DE 19901, United States","privacy@opensend.com","privacy@opensend.com","",""
"Atgncorp","ranawaleed [at] atgncorp.com","https://atgncorp.com","1121 N L St, Lake Worth, FL 33460, United States","Opting out of communications from our company, Atgncorp, is a straightforward process. You can choose between two convenient options:, , 1.	Email Opt-Out: To opt-out of our communications, simply send an email to Support@atgncorp.com with the subject line ""Opt-Out Request."" Our team will promptly process your request and ensure you no longer receive any non-essential communications from us., , 2.	Opt-Out Form: Alternatively, you can use our hassle-free online opt-out form available on our website. Visit https://atgncorp.com and fill out the required fields. Once submitted, we will quickly update your preferences and respect your choice to discontinue receiving communication from Atgncorp., , At Atgncorp, we value your privacy and aim to make the opt-out process as simple as possible. If you have any questions or need further assistance, please don't hesitate to contact our support team at Support@atgncorp.com. We appreciate your cooperation and hope to serve you better in the future., ","Opting out of communications from our company, Atgncorp, is a straightforward process. You can choose between two convenient options:, , 1.	Email Opt-Out: To opt-out of our communications, simply send an email to Support@atgncorp.com with the subject line ""Opt-Out Request."" Our team will promptly process your request and ensure you no longer receive any non-essential communications from us., , 2.	Opt-Out Form: Alternatively, you can use our hassle-free online opt-out form available on our website. Visit https://atgncorp.com and fill out the required fields. Once submitted, we will quickly update your preferences and respect your choice to discontinue receiving communication from Atgncorp., , At Atgncorp, we value your privacy and aim to make the opt-out process as simple as possible. If you have any questions or need further assistance, please don't hesitate to contact our support team at Support@atgncorp.com. We appreciate your cooperation and hope to serve you better in the future., ","Email Database: Buy Updated Valid Email Database - Atgncorp, Buy Online Now: Verified 2023 updated email database for b2b, b2c, and call center email database marketing - 50% OFF",""
"ADHERE","contact [at] adherellc.com","https://www.adherellc.com","111 N Market Street, Suite 300, San Jose, CA 95113, United States","By clicking the following link at the footer of all of our landing pages: https://edutrax.co/opt-out/","Contact us by email at contact@adherellc.com","Our data collection practices are governed by our terms and conditions as well as our privacy policy which is linked to at the footer of all of our websites.",""
"Constituent Connection, LLC","Info [at] constituentconnection.com","https://Constituentconnection.com","24 Warson terrace, Saint Louis, MO 63124, United States","They may email info@constituentconnection.com to request that they be opted out.","They may email info@constituentconnection.com to demand the deletion of information.","",""
